package,previous_name,name,previous_camel_cased,camel_cased,previous_pascal_cased,pascal_cased
@nrk/core-icons,nrk-geopoint,pin,nrkGeopoint,pinIcon,NrkGeopoint,PinIcon
@nrk/core-icons,nrk-geo,target,nrkGeo,targetIcon,NrkGeo,TargetIcon
@nrk/core-icons,nrk-media-beam-note,music-notes,nrkMediaBeamNote,musicNotesIcon,NrkMediaBeamNote,MusicNotesIcon
@nrk/core-icons,nrk-note-2,music-notes,nrkNote2,musicNotesIcon,NrkNote2,MusicNotesIcon
@nrk/core-icons,nrk-globe,globe,nrkGlobe,globeIcon,NrkGlobe,GlobeIcon
@nrk/core-icons,nrk-media-video,play-rectangle,nrkMediaVideo,playRectangleIcon,NrkMediaVideo,PlayRectangleIcon
@nrk/core-icons,nrk-media-quaver,music-note,nrkMediaQuaver,musicNoteIcon,NrkMediaQuaver,MusicNoteIcon
@nrk/core-icons,nrk-note-1,music-note,nrkNote1,musicNoteIcon,NrkNote1,MusicNoteIcon
@nrk/core-icons,nrk-media-chromecast,chromecast,nrkMediaChromecast,chromecastIcon,NrkMediaChromecast,ChromecastIcon
@nrk/core-icons,nrk-category--active,squares-2x2-solid,nrkCategoryActive,squares2x2SolidIcon,NrkCategoryActive,Squares2x2SolidIcon
@nrk/core-icons,nrk-some-tommelned,thumbs-down,nrkSomeTommelned,thumbsDownIcon,NrkSomeTommelned,ThumbsDownIcon
@nrk/core-icons,nrk-ellipsis,ellipsis,nrkEllipsis,ellipsisIcon,NrkEllipsis,EllipsisIcon
@nrk/core-icons,nrk-media-ffw-5sec,go-forward-5,nrkMediaFfw5sec,goForward5Icon,NrkMediaFfw5sec,GoForward5Icon
@nrk/core-icons,nrk-arrow-nested,arrow-turn-right-down,nrkArrowNested,arrowTurnRightDownIcon,NrkArrowNested,ArrowTurnRightDownIcon
@nrk/core-icons,nrk-arrow-right-long,arrow-right-long,nrkArrowRightLong,arrowRightLongIcon,NrkArrowRightLong,ArrowRightLongIcon
@nrk/core-icons,nrk-media-ffw-15sec,go-forward-15,nrkMediaFfw15sec,goForward15Icon,NrkMediaFfw15sec,GoForward15Icon
@nrk/core-icons,nrk-settings,settings,nrkSettings,settingsIcon,NrkSettings,SettingsIcon
@nrk/core-icons,nrk-edit,pencil-line,nrkEdit,pencilLineIcon,NrkEdit,PencilLineIcon
@nrk/core-icons,nrk-arrow-left,arrow-left,nrkArrowLeft,arrowLeftIcon,NrkArrowLeft,ArrowLeftIcon
@nrk/core-icons,nrk-download,download,nrkDownload,downloadIcon,NrkDownload,DownloadIcon
@nrk/core-icons,nrk-arrow-right,arrow-right,nrkArrowRight,arrowRightIcon,NrkArrowRight,ArrowRightIcon
@nrk/core-icons,nrk-media-speed-1x,multiplier-1,nrkMediaSpeed1x,multiplier1Icon,NrkMediaSpeed1x,Multiplier1Icon
@nrk/core-icons,nrk-arrow-down,arrow-down,nrkArrowDown,arrowDownIcon,NrkArrowDown,ArrowDownIcon
@nrk/core-icons,nrk-unlock--active,lock-open-solid,nrkUnlockActive,lockOpenSolidIcon,NrkUnlockActive,LockOpenSolidIcon
@nrk/core-icons,nrk-media-media-complete,checkmark-circle-checked,nrkMediaMediaComplete,checkmarkCircleCheckedIcon,NrkMediaMediaComplete,CheckmarkCircleCheckedIcon
@nrk/core-icons,nrk-some-tommelned--active,thumbs-down-solid,nrkSomeTommelnedActive,thumbsDownSolidIcon,NrkSomeTommelnedActive,ThumbsDownSolidIcon
@nrk/core-icons,nrk-back,arrow-uturn-left,nrkBack,arrowUturnLeftIcon,NrkBack,ArrowUturnLeftIcon
@nrk/core-icons,nrk-sleep,zz,nrkSleep,zzIcon,NrkSleep,ZzIcon
@nrk/core-icons,nrk-media-rwd-30sec,go-backward-30,nrkMediaRwd30sec,goBackward30Icon,NrkMediaRwd30sec,GoBackward30Icon
@nrk/core-icons,nrk-heart,heart,nrkHeart,heartIcon,NrkHeart,HeartIcon
@nrk/core-icons,nrk-chevron-up,chevron-up,nrkChevronUp,chevronUpIcon,NrkChevronUp,ChevronUpIcon
@nrk/core-icons,nrk-radio--active,radio-button-checked,nrkRadioActive,radioButtonCheckedIcon,NrkRadioActive,RadioButtonCheckedIcon
@nrk/core-icons,nrk-media-chromecast--active,chromecast-solid,nrkMediaChromecastActive,chromecastSolidIcon,NrkMediaChromecastActive,ChromecastSolidIcon
@nrk/core-icons,nrk-media-ffw-30sec,go-forward-30,nrkMediaFfw30sec,goForward30Icon,NrkMediaFfw30sec,GoForward30Icon
@nrk/core-icons,nrk-online,wifi,nrkOnline,wifiIcon,NrkOnline,WifiIcon
@nrk/core-icons,nrk-some-tommelopp,thumbs-up,nrkSomeTommelopp,thumbsUpIcon,NrkSomeTommelopp,ThumbsUpIcon
@nrk/core-icons,nrk-upload,upload,nrkUpload,uploadIcon,NrkUpload,UploadIcon
@nrk/core-icons,nrk-check-radio--unchecked,radio-button-unchecked,nrkCheckRadioUnchecked,radioButtonUncheckedIcon,NrkCheckRadioUnchecked,RadioButtonUncheckedIcon
@nrk/core-icons,nrk-search,magnifying-glass,nrkSearch,magnifyingGlassIcon,NrkSearch,MagnifyingGlassIcon
@nrk/core-icons,nrk-more,ellipsis-vertical,nrkMore,ellipsisVerticalIcon,NrkMore,EllipsisVerticalIcon
@nrk/core-icons,nrk-unlock,lock-open,nrkUnlock,lockOpenIcon,NrkUnlock,LockOpenIcon
@nrk/core-icons,nrk-heart--active,heart-solid,nrkHeartActive,heartSolidIcon,NrkHeartActive,HeartSolidIcon
@nrk/core-icons,nrk-link,link,nrkLink,linkIcon,NrkLink,LinkIcon
@nrk/core-icons,nrk-some-share-ios,square-and-arrow-up,nrkSomeShareIos,squareAndArrowUpIcon,NrkSomeShareIos,SquareAndArrowUpIcon
@nrk/core-icons,nrk-more--active,ellipsis-vertical-circle-solid,nrkMoreActive,ellipsisVerticalCircleSolidIcon,NrkMoreActive,EllipsisVerticalCircleSolidIcon
@nrk/core-icons,nrk-media-ffw,forward,nrkMediaFfw,forwardIcon,NrkMediaFfw,ForwardIcon
@nrk/core-icons,nrk-media-rwd-15sec,go-backward-15,nrkMediaRwd15sec,goBackward15Icon,NrkMediaRwd15sec,GoBackward15Icon
@nrk/core-icons,nrk-lock--active,lock-closed-solid,nrkLockActive,lockClosedSolidIcon,NrkLockActive,LockClosedSolidIcon
@nrk/core-icons,nrk-media-next,forward-end,nrkMediaNext,forwardEndIcon,NrkMediaNext,ForwardEndIcon
@nrk/core-icons,nrk-360,arrow-circle-perspective-counterclockwise,nrk360,arrowCirclePerspectiveCounterclockwiseIcon,Nrk360,ArrowCirclePerspectiveCounterclockwiseIcon
@nrk/core-icons,nrk-some-share,arrow-turn-up-right,nrkSomeShare,arrowTurnUpRightIcon,NrkSomeShare,ArrowTurnUpRightIcon
@nrk/core-icons,nrk-media-speed-1_25x,multiplier-1_25,nrkMediaSpeed1_25x,multiplier1_25Icon,NrkMediaSpeed1_25x,Multiplier1_25Icon
@nrk/core-icons,nrk-chevron-right,chevron-right,nrkChevronRight,chevronRightIcon,NrkChevronRight,ChevronRightIcon
@nrk/core-icons,nrk-close,xmark,nrkClose,xmarkIcon,NrkClose,XmarkIcon
@nrk/core-icons,nrk-star,star,nrkStar,starIcon,NrkStar,StarIcon
@nrk/core-icons,nrk-rotate,arrows-circle-counterclockwise,nrkRotate,arrowsCircleCounterclockwiseIcon,NrkRotate,ArrowsCircleCounterclockwiseIcon
@nrk/core-icons,nrk-media-subtitles,speech-bubble-subtitles,nrkMediaSubtitles,speechBubbleSubtitlesIcon,NrkMediaSubtitles,SpeechBubbleSubtitlesIcon
@nrk/core-icons,nrk-media-previous,backward-end,nrkMediaPrevious,backwardEndIcon,NrkMediaPrevious,BackwardEndIcon
@nrk/core-icons,nrk-settings--active,settings-solid,nrkSettingsActive,settingsSolidIcon,NrkSettingsActive,SettingsSolidIcon
@nrk/core-icons,nrk-ellipsis--active,ellipsis-circle-solid,nrkEllipsisActive,ellipsisCircleSolidIcon,NrkEllipsisActive,EllipsisCircleSolidIcon
@nrk/core-icons,nrk-star--active,star-solid,nrkStarActive,starSolidIcon,NrkStarActive,StarSolidIcon
@nrk/core-icons,nrk-media-theater,rectangle-expand,nrkMediaTheater,rectangleExpandIcon,NrkMediaTheater,RectangleExpandIcon
@nrk/core-icons,nrk-media-direktetv--active,tv-dot-solid,nrkMediaDirektetvActive,tvDotSolidIcon,NrkMediaDirektetvActive,TvDotSolidIcon
@nrk/core-icons,nrk-user-loggedin,face-grinning,nrkUserLoggedin,faceGrinningIcon,NrkUserLoggedin,FaceGrinningIcon
@nrk/core-icons,nrk-search--active,magnifying-glass-strong,nrkSearchActive,magnifyingGlassStrongIcon,NrkSearchActive,MagnifyingGlassStrongIcon
@nrk/core-icons,nrk-tilgjengelighet,accessibility,nrkTilgjengelighet,accessibilityIcon,NrkTilgjengelighet,AccessibilityIcon
@nrk/core-icons,nrk-list,list,nrkList,listIcon,NrkList,ListIcon
@nrk/core-icons,nrk-hardware-microphone--active,microphone-solid,nrkHardwareMicrophoneActive,microphoneSolidIcon,NrkHardwareMicrophoneActive,MicrophoneSolidIcon
@nrk/core-icons,nrk-tilgjengelighet-horbarhet,ear,nrkTilgjengelighetHorbarhet,earIcon,NrkTilgjengelighetHorbarhet,EarIcon
@nrk/core-icons,nrk-bell--active,bell-solid,nrkBellActive,bellSolidIcon,NrkBellActive,BellSolidIcon
@nrk/core-icons,nrk-latest-news,dot-radiowaves,nrkLatestNews,dotRadiowavesIcon,NrkLatestNews,DotRadiowavesIcon
@nrk/core-icons,nrk-media-chromecast--1,chromecast-1,nrkMediaChromecast1,chromecast1Icon,NrkMediaChromecast1,Chromecast1Icon
@nrk/core-icons,nrk-chevron-left,chevron-left,nrkChevronLeft,chevronLeftIcon,NrkChevronLeft,ChevronLeftIcon
@nrk/core-icons,nrk-media-playlist,list-play,nrkMediaPlaylist,listPlayIcon,NrkMediaPlaylist,ListPlayIcon
@nrk/core-icons,nrk-media-picture-in-picture--active,picture-in-picture-exit,nrkMediaPictureInPictureActive,pictureInPictureExitIcon,NrkMediaPictureInPictureActive,PictureInPictureExitIcon
@nrk/core-icons,nrk-geo--active,target-solid,nrkGeoActive,targetSolidIcon,NrkGeoActive,TargetSolidIcon
@nrk/core-icons,nrk-media-quaver-off,music-note-slash,nrkMediaQuaverOff,musicNoteSlashIcon,NrkMediaQuaverOff,MusicNoteSlashIcon
@nrk/core-icons,nrk-note-1--off,music-note-slash,nrkNote1Off,musicNoteSlashIcon,NrkNote1Off,MusicNoteSlashIcon
@nrk/core-icons,nrk-media-speed-1_5x,multiplier-1_5,nrkMediaSpeed1_5x,multiplier1_5Icon,NrkMediaSpeed1_5x,Multiplier1_5Icon
@nrk/core-icons,nrk-downloaded,mobile-check,nrkDownloaded,mobileCheckIcon,NrkDownloaded,MobileCheckIcon
@nrk/core-icons,nrk-media-index-quaver-tiny,music-note-tiny,nrkMediaIndexQuaverTiny,musicNoteTinyIcon,NrkMediaIndexQuaverTiny,MusicNoteTinyIcon
@nrk/core-icons,nrk-hide,eye-slash,nrkHide,eyeSlashIcon,NrkHide,EyeSlashIcon
@nrk/core-icons,nrk-fullscreen,arrows-expand,nrkFullscreen,arrowsExpandIcon,NrkFullscreen,ArrowsExpandIcon
@nrk/core-icons,nrk-404,shapes-unordered,nrk404,shapesUnorderedIcon,Nrk404,ShapesUnorderedIcon
@nrk/core-icons,nrk-media-404-notfound,shapes-unordered,nrkMedia404Notfound,shapesUnorderedIcon,NrkMedia404Notfound,ShapesUnorderedIcon
@nrk/core-icons,nrk-media-chromecast--3,chromecast-3,nrkMediaChromecast3,chromecast3Icon,NrkMediaChromecast3,Chromecast3Icon
@nrk/core-icons,nrk-lock,lock-closed,nrkLock,lockClosedIcon,NrkLock,LockClosedIcon
@nrk/core-icons,nrk-media-playlist-add,list-plus,nrkMediaPlaylistAdd,listPlusIcon,NrkMediaPlaylistAdd,ListPlusIcon
@nrk/core-icons,nrk-offline,wifi-slash,nrkOffline,wifiSlashIcon,NrkOffline,WifiSlashIcon
@nrk/core-icons,nrk-bell,bell,nrkBell,bellIcon,NrkBell,BellIcon
@nrk/core-icons,nrk-media-airplay,airplay,nrkMediaAirplay,airplayIcon,NrkMediaAirplay,AirplayIcon
@nrk/core-icons,nrk-latest-news--active,dot-radiowaves-circle-solid,nrkLatestNewsActive,dotRadiowavesCircleSolidIcon,NrkLatestNewsActive,DotRadiowavesCircleSolidIcon
@nrk/core-icons,nrk-media-volume--1,volume-1,nrkMediaVolume1,volume1Icon,NrkMediaVolume1,Volume1Icon
@nrk/core-icons,nrk-media-ny,tag-ny,nrkMediaNy,tagNyIcon,NrkMediaNy,TagNyIcon
@nrk/core-icons,nrk-geopoint--active,pin-solid,nrkGeopointActive,pinSolidIcon,NrkGeopointActive,PinSolidIcon
@nrk/core-icons,nrk-media-tilgjengelighet-ikkelengertilgjengelig,sun-horizon,nrkMediaTilgjengelighetIkkelengertilgjengelig,sunHorizonIcon,NrkMediaTilgjengelighetIkkelengertilgjengelig,SunHorizonIcon
@nrk/core-icons,nrk-lyn,lightning-bolt-solid,nrkLyn,lightningBoltSolidIcon,NrkLyn,LightningBoltSolidIcon
@nrk/core-icons,nrk-user-notloggedin,face-smiling,nrkUserNotloggedin,faceSmilingIcon,NrkUserNotloggedin,FaceSmilingIcon
@nrk/core-icons,nrk-list--active,list-strong,nrkListActive,listStrongIcon,NrkListActive,ListStrongIcon
@nrk/core-icons,nrk-user-loggedin--active,face-grinning-solid,nrkUserLoggedinActive,faceGrinningSolidIcon,NrkUserLoggedinActive,FaceGrinningSolidIcon
@nrk/core-icons,nrk-hardware-computer,monitor,nrkHardwareComputer,monitorIcon,NrkHardwareComputer,MonitorIcon
@nrk/core-icons,nrk-comment,speech-bubble-line,nrkComment,speechBubbleLineIcon,NrkComment,SpeechBubbleLineIcon
@nrk/core-icons,nrk-tilgjengelighet-synstolking,audio-description,nrkTilgjengelighetSynstolking,audioDescriptionIcon,NrkTilgjengelighetSynstolking,AudioDescriptionIcon
@nrk/core-icons,nrk-hardware-microphone,microphone,nrkHardwareMicrophone,microphoneIcon,NrkHardwareMicrophone,MicrophoneIcon
@nrk/core-icons,nrk-media-soundwave,soundwave,nrkMediaSoundwave,soundwaveIcon,NrkMediaSoundwave,SoundwaveIcon
@nrk/core-icons,nrk-media-quaver--active,music-note-solid,nrkMediaQuaverActive,musicNoteSolidIcon,NrkMediaQuaverActive,MusicNoteSolidIcon
@nrk/core-icons,nrk-media-play--fail,play-slash,nrkMediaPlayFail,playSlashIcon,NrkMediaPlayFail,PlaySlashIcon
@nrk/core-icons,nrk-plus,plus,nrkPlus,plusIcon,NrkPlus,PlusIcon
@nrk/core-icons,nrk-media-direkte-notlive,circle-in-circle,nrkMediaDirekteNotlive,circleInCircleIcon,NrkMediaDirekteNotlive,CircleInCircleIcon
@nrk/core-icons,nrk-media-picture-in-picture,picture-in-picture-enter,nrkMediaPictureInPicture,pictureInPictureEnterIcon,NrkMediaPictureInPicture,PictureInPictureEnterIcon
@nrk/core-icons,nrk-mening,quote,nrkMening,quoteIcon,NrkMening,QuoteIcon
@nrk/core-icons,nrk-hardware-printer,printer,nrkHardwarePrinter,printerIcon,NrkHardwarePrinter,PrinterIcon
@nrk/core-icons,nrk-media-play,play,nrkMediaPlay,playIcon,NrkMediaPlay,PlayIcon
@nrk/core-icons,nrk-hardware-game,game-controller,nrkHardwareGame,gameControllerIcon,NrkHardwareGame,GameControllerIcon
@nrk/core-icons,nrk-dice-2--active,dice-2-solid,nrkDice2Active,dice2SolidIcon,NrkDice2Active,Dice2SolidIcon
@nrk/core-icons,nrk-arrow-up,arrow-up,nrkArrowUp,arrowUpIcon,NrkArrowUp,ArrowUpIcon
@nrk/core-icons,nrk-user-notloggedin--active,face-smiling-solid,nrkUserNotloggedinActive,faceSmilingSolidIcon,NrkUserNotloggedinActive,FaceSmilingSolidIcon
@nrk/core-icons,nrk-category,squares-2x2,nrkCategory,squares2x2Icon,NrkCategory,Squares2x2Icon
@nrk/core-icons,nrk-media-direkte-golive,circle-in-circle-solid,nrkMediaDirekteGolive,circleInCircleSolidIcon,NrkMediaDirekteGolive,CircleInCircleSolidIcon
@nrk/core-icons,nrk-bullet-square,bullet-point,nrkBulletSquare,bulletPointIcon,NrkBulletSquare,BulletPointIcon
@nrk/core-icons,nrk-refresh,arrow-circle-clockwise,nrkRefresh,arrowCircleClockwiseIcon,NrkRefresh,ArrowCircleClockwiseIcon
@nrk/core-icons,nrk-minus,minus,nrkMinus,minusIcon,NrkMinus,MinusIcon
@nrk/core-icons,nrk-mat,cutlery,nrkMat,cutleryIcon,NrkMat,CutleryIcon
@nrk/core-icons,nrk-check--active,checkmark-circle-checked-solid,nrkCheckActive,checkmarkCircleCheckedSolidIcon,NrkCheckActive,CheckmarkCircleCheckedSolidIcon
@nrk/core-icons,nrk-media-completed,checkmark-circle-checked-solid,nrkMediaCompleted,checkmarkCircleCheckedSolidIcon,NrkMediaCompleted,CheckmarkCircleCheckedSolidIcon
@nrk/core-icons,nrk-user-avatar,nrksuper-avatar,nrkUserAvatar,nrksuperAvatarIcon,NrkUserAvatar,NrksuperAvatarIcon
@nrk/core-icons,nrk-dice-1--active,dice-1-solid,nrkDice1Active,dice1SolidIcon,NrkDice1Active,Dice1SolidIcon
@nrk/core-icons,nrk-longread,glasses,nrkLongread,glassesIcon,NrkLongread,GlassesIcon
@nrk/core-icons,nrk-media-tilgjengelighet-geoblocked,parasol,nrkMediaTilgjengelighetGeoblocked,parasolIcon,NrkMediaTilgjengelighetGeoblocked,ParasolIcon
@nrk/core-icons,nrk-trash,trashcan,nrkTrash,trashcanIcon,NrkTrash,TrashcanIcon
@nrk/core-icons,nrk-super-emoji-poop--angry,nrksuper-poop-sad,nrkSuperEmojiPoopAngry,nrksuperPoopSadIcon,NrkSuperEmojiPoopAngry,NrksuperPoopSadIcon
@nrk/core-icons,nrk-logout,logout,nrkLogout,logoutIcon,NrkLogout,LogoutIcon
@nrk/core-icons,nrk-checkbox--active,checkbox-checked-solid,nrkCheckboxActive,checkboxCheckedSolidIcon,NrkCheckboxActive,CheckboxCheckedSolidIcon
@nrk/core-icons,nrk-media-programguide,magazine,nrkMediaProgramguide,magazineIcon,NrkMediaProgramguide,MagazineIcon
@nrk/core-icons,nrk-dice-4,dice-4,nrkDice4,dice4Icon,NrkDice4,Dice4Icon
@nrk/core-icons,nrk-media-playlist-added,list-check,nrkMediaPlaylistAdded,listCheckIcon,NrkMediaPlaylistAdded,ListCheckIcon
@nrk/core-icons,nrk-media-playlist-remove,list-xmark,nrkMediaPlaylistRemove,listXmarkIcon,NrkMediaPlaylistRemove,ListXmarkIcon
@nrk/core-icons,nrk-calendar,calendar,nrkCalendar,calendarIcon,NrkCalendar,CalendarIcon
@nrk/core-icons,nrk-hardware-radio,radio,nrkHardwareRadio,radioIcon,NrkHardwareRadio,RadioIcon
@nrk/core-icons,nrk-media-bluetooth,bluetooth,nrkMediaBluetooth,bluetoothIcon,NrkMediaBluetooth,BluetoothIcon
@nrk/core-icons,nrk-arrow-left-long,arrow-left-long,nrkArrowLeftLong,arrowLeftLongIcon,NrkArrowLeftLong,ArrowLeftLongIcon
@nrk/core-icons,nrk-hardware-mobile,phone,nrkHardwareMobile,phoneIcon,NrkHardwareMobile,PhoneIcon
@nrk/core-icons,nrk-media-chromecast--2,chromecast-2,nrkMediaChromecast2,chromecast2Icon,NrkMediaChromecast2,Chromecast2Icon
@nrk/core-icons,nrk-hardware-speaker,speaker,nrkHardwareSpeaker,speakerIcon,NrkHardwareSpeaker,SpeakerIcon
@nrk/core-icons,nrk-some-email,envelope,nrkSomeEmail,envelopeIcon,NrkSomeEmail,EnvelopeIcon
@nrk/core-icons,nrk-hardware-camera,camera,nrkHardwareCamera,cameraIcon,NrkHardwareCamera,CameraIcon
@nrk/core-icons,nrk-live-activity--active,clock-and-dot-solid,nrkLiveActivityActive,clockAndDotSolidIcon,NrkLiveActivityActive,ClockAndDotSolidIcon
@nrk/core-icons,nrk-arrow-dropdown,arrowhead-down,nrkArrowDropdown,arrowheadDownIcon,NrkArrowDropdown,ArrowheadDownIcon
@nrk/core-icons,nrk-reload,arrow-circle-counterclockwise,nrkReload,arrowCircleCounterclockwiseIcon,NrkReload,ArrowCircleCounterclockwiseIcon
@nrk/core-icons,nrk-clock,clock,nrkClock,clockIcon,NrkClock,ClockIcon
@nrk/core-icons,nrk-media-stop,stop,nrkMediaStop,stopIcon,NrkMediaStop,StopIcon
@nrk/core-icons,nrk-media-media-incomplete,xmark-circle-checked,nrkMediaMediaIncomplete,xmarkCircleCheckedIcon,NrkMediaMediaIncomplete,XmarkCircleCheckedIcon
@nrk/core-icons,nrk-dice-6,dice-6,nrkDice6,dice6Icon,NrkDice6,Dice6Icon
@nrk/core-icons,nrk-help,question-mark-circle,nrkHelp,questionMarkCircleIcon,NrkHelp,QuestionMarkCircleIcon
@nrk/core-icons,nrk-dialogue,speech-bubbles,nrkDialogue,speechBubblesIcon,NrkDialogue,SpeechBubblesIcon
@nrk/core-icons,nrk-trash--active,trashcan-solid,nrkTrashActive,trashcanSolidIcon,NrkTrashActive,TrashcanSolidIcon
@nrk/core-icons,nrk-info,info-circle,nrkInfo,infoCircleIcon,NrkInfo,InfoCircleIcon
@nrk/core-icons,nrk-hardware-watch,watch,nrkHardwareWatch,watchIcon,NrkHardwareWatch,WatchIcon
@nrk/core-icons,nrk-media-pause,pause,nrkMediaPause,pauseIcon,NrkMediaPause,PauseIcon
@nrk/core-icons,nrk-media-volume--3,volume-3,nrkMediaVolume3,volume3Icon,NrkMediaVolume3,Volume3Icon
@nrk/core-icons,nrk-media-playlist-add-later,list-arrow-to-bottom,nrkMediaPlaylistAddLater,listArrowToBottomIcon,NrkMediaPlaylistAddLater,ListArrowToBottomIcon
@nrk/core-icons,nrk-media-volume--2,volume-2,nrkMediaVolume2,volume2Icon,NrkMediaVolume2,Volume2Icon
@nrk/core-icons,nrk-new-chat,speech-bubble-plus,nrkNewChat,speechBubblePlusIcon,NrkNewChat,SpeechBubblePlusIcon
@nrk/core-icons,nrk-media-speed-2x,multiplier-2,nrkMediaSpeed2x,multiplier2Icon,NrkMediaSpeed2x,Multiplier2Icon
@nrk/core-icons,nrk-media-speed-0_8x,multiplier-0_8,nrkMediaSpeed0_8x,multiplier0_8Icon,NrkMediaSpeed0_8x,Multiplier0_8Icon
@nrk/core-icons,nrk-reorder,arrows-up-down,nrkReorder,arrowsUpDownIcon,NrkReorder,ArrowsUpDownIcon
@nrk/core-icons,nrk-media-jumpto,jumpto,nrkMediaJumpto,jumptoIcon,NrkMediaJumpto,JumptoIcon
@nrk/core-icons,nrk-bookmark,bookmark,nrkBookmark,bookmarkIcon,NrkBookmark,BookmarkIcon
@nrk/core-icons,nrk-media-rwd-5sec,go-backward-5,nrkMediaRwd5sec,goBackward5Icon,NrkMediaRwd5sec,GoBackward5Icon
@nrk/core-icons,nrk-broadcast,antenna,nrkBroadcast,antennaIcon,NrkBroadcast,AntennaIcon
@nrk/core-icons,nrk-media-rwd,backward,nrkMediaRwd,backwardIcon,NrkMediaRwd,BackwardIcon
@nrk/core-icons,nrk-close--active,xmark-circle-checked-solid,nrkCloseActive,xmarkCircleCheckedSolidIcon,NrkCloseActive,XmarkCircleCheckedSolidIcon
@nrk/core-icons,nrk-open-in-new,open-external,nrkOpenInNew,openExternalIcon,NrkOpenInNew,OpenExternalIcon
@nrk/core-icons,nrk-media-airplay--active,airplay-solid,nrkMediaAirplayActive,airplaySolidIcon,NrkMediaAirplayActive,AirplaySolidIcon
@nrk/core-icons,nrk-check,checkmark,nrkCheck,checkmarkIcon,NrkCheck,CheckmarkIcon
@nrk/core-icons,nrk-checkbox,checkbox-unchecked,nrkCheckbox,checkboxUncheckedIcon,NrkCheckbox,CheckboxUncheckedIcon
@nrk/core-icons,nrk-bookmark--active,bookmark-solid,nrkBookmarkActive,bookmarkSolidIcon,NrkBookmarkActive,BookmarkSolidIcon
@nrk/core-icons,nrk-media-direktetv,tv-dot,nrkMediaDirektetv,tvDotIcon,NrkMediaDirektetv,TvDotIcon
@nrk/core-icons,nrk-hardware-tv,tv,nrkHardwareTv,tvIcon,NrkHardwareTv,TvIcon
@nrk/core-icons,nrk-article,document,nrkArticle,documentIcon,NrkArticle,DocumentIcon
@nrk/core-icons,nrk-poll,bar-graph,nrkPoll,barGraphIcon,NrkPoll,BarGraphIcon
@nrk/core-icons,nrk-bulleted-list,list-bullet,nrkBulletedList,listBulletIcon,NrkBulletedList,ListBulletIcon
@nrk/core-icons,nrk-quiz,questionmark,nrkQuiz,questionmarkIcon,NrkQuiz,QuestionmarkIcon
@nrk/core-icons,nrk-chevron-down,chevron-down,nrkChevronDown,chevronDownIcon,NrkChevronDown,ChevronDownIcon
@nrk/core-icons,nrk-warning,exclamation-mark-triangle,nrkWarning,exclamationMarkTriangleIcon,NrkWarning,ExclamationMarkTriangleIcon
@nrk/core-icons,nrk-hardware-headphones,headphones,nrkHardwareHeadphones,headphonesIcon,NrkHardwareHeadphones,HeadphonesIcon
@nrk/core-icons,nrk-show,eye,nrkShow,eyeIcon,NrkShow,EyeIcon
@nrk/core-icons,nrk-hardware-smart-watch,smart-watch,nrkHardwareSmartWatch,smartWatchIcon,NrkHardwareSmartWatch,SmartWatchIcon
@nrk/core-icons,nrk-media-subtitles--active,speech-bubble-subtitles-solid,nrkMediaSubtitlesActive,speechBubbleSubtitlesSolidIcon,NrkMediaSubtitlesActive,SpeechBubbleSubtitlesSolidIcon
@nrk/core-icons,nrk-duration,clock-timer,nrkDuration,clockTimerIcon,NrkDuration,ClockTimerIcon
@nrk/core-icons,nrk-media-tilgjengelighet-kommer,clock-timer,nrkMediaTilgjengelighetKommer,clockTimerIcon,NrkMediaTilgjengelighetKommer,ClockTimerIcon
@nrk/core-icons,nrk-hardware-tablet,tablet,nrkHardwareTablet,tabletIcon,NrkHardwareTablet,TabletIcon
@nrk/core-icons,nrk-media-subtitles--unavailable,speech-bubble-inactive,nrkMediaSubtitlesUnavailable,speechBubbleInactiveIcon,NrkMediaSubtitlesUnavailable,SpeechBubbleInactiveIcon
@nrk/core-icons,nrk-media-playlist-add-next,list-arrow-to-top,nrkMediaPlaylistAddNext,listArrowToTopIcon,NrkMediaPlaylistAddNext,ListArrowToTopIcon
@nrk/core-icons,nrk-some-tommelopp--active,thumbs-up-solid,nrkSomeTommeloppActive,thumbsUpSolidIcon,NrkSomeTommeloppActive,ThumbsUpSolidIcon
@nrk/core-icons,nrk-dice-1,dice-1,nrkDice1,dice1Icon,NrkDice1,Dice1Icon
@nrk/core-icons,nrk-dice-3--active,dice-3-solid,nrkDice3Active,dice3SolidIcon,NrkDice3Active,Dice3SolidIcon
@nrk/core-icons,nrk-fullscreen--active,arrows-contract,nrkFullscreenActive,arrowsContractIcon,NrkFullscreenActive,ArrowsContractIcon
@nrk/core-icons,nrk-media-tilgjengelighet-snartutilgjengelig,hourglass,nrkMediaTilgjengelighetSnartutilgjengelig,hourglassIcon,NrkMediaTilgjengelighetSnartutilgjengelig,HourglassIcon
@nrk/core-icons,nrk-longread--active,glasses-solid,nrkLongreadActive,glassesSolidIcon,NrkLongreadActive,GlassesSolidIcon
@nrk/core-icons,nrk-media-theater--active,rectangle-contract,nrkMediaTheaterActive,rectangleContractIcon,NrkMediaTheaterActive,RectangleContractIcon
@nrk/core-icons,nrk-dice-5,dice-5,nrkDice5,dice5Icon,NrkDice5,Dice5Icon
@nrk/core-icons,nrk-media-programguide--active,magazine-solid,nrkMediaProgramguideActive,magazineSolidIcon,NrkMediaProgramguideActive,MagazineSolidIcon
